;year;age;rate;sex
2546;2094;21;0.0004200475023763;1
2547;2094;22;0.0004381647509166;1
2548;2094;23;0.0004560901373523;1
2549;2094;24;0.0004730418628009;1
2550;2094;25;0.0004881564962366;1
2551;2094;26;0.0005006225485626;1
2552;2094;27;0.0005098158672611;1
2553;2094;28;0.0005154124103549;1
2554;2094;29;0.0005174549854185;1
2555;2094;30;0.0005163603776874;1
2556;2094;31;0.0005128685637352;1
2557;2094;32;0.0005079502969265;1
2558;2094;33;0.0005026976379989;1
2559;2094;34;0.0004982216812321;1
2560;2094;35;0.0004955744449358;1
2561;2094;36;0.000495701688114;1
2562;2094;37;0.0004994243112549;1
2563;2094;38;0.0005074403669067;1
2564;2094;39;0.0005203379485865;1
2565;2094;40;0.0005386104490265;1
2566;2094;41;0.0005626685789593;1
2567;2094;42;0.0005928470004642;1
2568;2094;43;0.0006294066947485;1
2569;2094;44;0.0006725367442871;1
2570;2094;45;0.0007223606524382;1
2571;2094;46;0.0007789522984284;1
2572;2094;47;0.0008423649585413;1
2573;2094;48;0.0009126737136693;1
